album,artists,available_markets,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,name,popularity,preview_url,track_number,type,uri
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9'}, 'href': 'https://api.spotify.com/v1/artists/0k17h0D3J5VfsdmQ1iZtE9', 'id': '0k17h0D3J5VfsdmQ1iZtE9', 'name': 'Pink Floyd', 'type': 'artist', 'uri': 'spotify:artist:0k17h0D3J5VfsdmQ1iZtE9'}], 'available_markets': [], 'external_urls': {'spotify': 'https://open.spotify.com/album/3a0UOgDWw2pTajw85QPMiz'}, 'href': 'https://api.spotify.com/v1/albums/3a0UOgDWw2pTajw85QPMiz', 'id': '3a0UOgDWw2pTajw85QPMiz', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27305d4eec40a828850aa8cd2f7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0205d4eec40a828850aa8cd2f7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485105d4eec40a828850aa8cd2f7', 'width': 64}], 'name': 'The Dark Side Of The Moon (2011 Remastered Version)', 'release_date': '1973-03-16', 'release_date_precision': 'day', 'total_tracks': 20, 'type': 'album', 'uri': 'spotify:album:3a0UOgDWw2pTajw85QPMiz'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9'}, 'href': 'https://api.spotify.com/v1/artists/0k17h0D3J5VfsdmQ1iZtE9', 'id': '0k17h0D3J5VfsdmQ1iZtE9', 'name': 'Pink Floyd', 'type': 'artist', 'uri': 'spotify:artist:0k17h0D3J5VfsdmQ1iZtE9'}]",[],1,65314,False,{'isrc': 'GBN9Y1100076'},{'spotify': 'https://open.spotify.com/track/6rqhFgbbKwnb9MLmUQDhG6'},https://api.spotify.com/v1/tracks/6rqhFgbbKwnb9MLmUQDhG6,6rqhFgbbKwnb9MLmUQDhG6,False,Speak To Me - 2011 Remastered Version,0,,1,track,spotify:track:6rqhFgbbKwnb9MLmUQDhG6
